id,shape,weight,clarity,color,cut,polish,symmetry,fluorescence,price,length,width,depth,shape_CUSHION,shape_EMERALD,shape_HEART,shape_MARQUISE,shape_OVAL,shape_PEAR,shape_PRINCESS,shape_ROUND,encoded_clarity,encoded_color,encoded_cut,encoded_polish,encoded_symmetry,encoded_fluorescence,is_outlier
1608396,CUSHION,0.6995831903462889,VS2,G,EX,EX,EX,N,2830.5626888619745,4.782733542739162,4.721389546502356,3.4414894919306365,1,0,0,0,0,0,0,0,4.0,3.0,2.0,0.0,2.0,3.0,False
1608396,CUSHION,0.702068654469282,VS2,G,EX,EX,EX,N,2791.6076074104126,4.7989122670001585,4.722982743978573,3.4405190846602127,1,0,0,0,0,0,0,0,4.0,3.0,2.0,0.0,2.0,3.0,False
1608396,CUSHION,0.698224665832349,VS2,G,EX,EX,EX,N,2779.1791836160596,4.7350733313833,4.709232255776566,3.436617916755794,0,0,0,0,0,0,0,0,4.0,3.0,2.0,0.0,2.0,3.0,False
1608396,CUSHION,0.6933366477659125,VS2,G,EX,EX,EX,N,2823.0700711060026,4.800068708306321,4.719578858097024,3.4413136175516725,0,0,0,0,0,0,0,0,4.0,3.0,2.0,0.0,2.0,3.0,False
1608396,CUSHION,0.7106199263141423,VS2,G,EX,EX,EX,N,2767.961271714437,4.815367735451611,4.717168750785029,3.4383104680970846,0,0,0,0,0,0,0,0,4.0,3.0,2.0,0.0,2.0,3.0,False
1608396,CUSHION,0.693959656170038,VS2,G,EX,EX,EX,N,2816.3758670824427,5.223683570006936,4.766850371792581,3.33512943072544,1,0,0,0,0,0,0,0,3.0,1.0,1.0,0.0,1.0,4.0,False
1608396,CUSHION,0.7026220687544573,VS2,G,EX,EX,EX,N,2771.5796843019516,5.237980274835203,4.77919649711605,3.3410445966170985,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.0,1.0,4.0,False
1608396,CUSHION,0.7195621001803081,VS2,G,EX,EX,EX,N,2769.4144535945684,5.261985714675103,4.763307831347618,3.32220064402549,1,0,0,0,0,0,0,0,3.0,1.0,1.0,0.0,1.0,4.0,False
1608396,CUSHION,0.7141670334896454,VS2,G,EX,EX,EX,N,2891.755820320165,5.242663402876365,4.772606472468571,3.3291931569329085,1,0,0,0,0,0,0,0,3.0,1.0,1.0,0.0,1.0,4.0,False
1608396,CUSHION,0.7073296028717637,VS2,G,EX,EX,EX,N,2874.7335832212816,5.22139574642012,4.759490667966554,3.336534058563054,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.0,1.0,4.0,False
1608396,CUSHION,0.7903181213859437,VS2,G,EX,EX,EX,N,2776.315183380439,5.645729378979085,4.910523961175496,3.3515918612916695,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.8118183761618156,VS2,G,EX,EX,EX,N,2841.5182234774543,5.662790631382997,4.915279368060242,3.3530737449239734,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.7973834255119746,VS2,G,EX,EX,EX,N,2835.673349292781,5.677930461358843,4.934579699055118,3.346609664233224,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.7950629816470665,VS2,G,EX,EX,EX,N,2831.6178397671033,5.655084226783461,4.9181443925571555,3.3478312188614376,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.8042109198901175,VS2,G,EX,EX,EX,N,2752.647213634859,5.6681404279642145,4.935475538173324,3.351443630874336,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.5109366818717292,VS2,G,EX,EX,EX,N,2815.3422874925636,4.9473697511841666,4.202425359504448,2.862620689445233,1,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,4.0,False
1608396,CUSHION,0.48994994800694325,VS2,G,EX,EX,EX,N,2925.5386842630405,4.929098273418896,4.22120878679851,2.8422282266845373,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,4.0,False
1608396,CUSHION,0.507991644574322,VS2,G,EX,EX,EX,N,2796.3546958389484,4.936613703494512,4.206612505339879,2.8476502300887483,1,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,4.0,False
1608396,CUSHION,0.49983908327275417,VS2,G,EX,EX,EX,N,2774.320036016098,4.896508769895298,4.2101666686406665,2.8504010602153116,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,4.0,False
1608396,CUSHION,0.5052472131086455,VS2,G,EX,EX,EX,N,2819.4939396389564,4.903175923140725,4.223729227310563,2.8521740755552254,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,4.0,False
200378-270,CUSHION,1.1163954431805152,SI2,I,EX,EX,VG,N,4610.956705713237,6.185644425678508,5.663116354544412,3.760788445680802,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.9923090000052808,VS2,G,EX,EX,EX,N,2733.736185574205,5.894161004593068,5.558337614391735,3.673247576851,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,1.0,0.0,False
200637-296,CUSHION,1.3240176926232967,SI2,I,EX,EX,VG,N,3197.8983672756663,6.713004939263174,5.829214154098637,3.922733800246171,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.9996477077327005,VS2,G,EX,EX,EX,N,2861.6224169098277,5.894640919419858,5.561049352076926,3.6475123514791394,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,1.0,0.0,False
200637-296,CUSHION,1.136922850197975,SI2,I,EX,EX,VG,N,2941.2788175239866,6.020076707688077,5.713768992707874,3.8479997052573673,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,1.0081710777724069,VS2,G,EX,EX,EX,N,2858.3595728207124,5.5637196281887675,5.307500108781362,3.808297027030067,1,0,0,0,0,0,0,0,4.0,8.0,2.0,0.0,2.0,0.0,False
1608396,CUSHION,0.9951821707901741,VS2,G,EX,EX,EX,N,2865.018724771417,5.601884655437939,5.27969074207272,3.80719623327245,1,0,0,0,0,0,0,0,4.0,8.0,2.0,0.0,2.0,0.0,False
1608396,CUSHION,0.99344450276918,VS2,G,EX,EX,EX,N,2772.0262046279004,5.570865625291693,5.2995331138122115,3.804417547127471,0,0,0,0,0,0,0,0,4.0,8.0,2.0,0.0,2.0,0.0,False
1608396,CUSHION,1.0088402380111272,VS2,G,EX,EX,EX,N,2916.6010179579876,5.582553705125244,5.278082097891269,3.807895052122613,1,0,0,0,0,0,0,0,4.0,8.0,2.0,0.0,2.0,0.0,False
1608396,CUSHION,1.006834636334052,VS2,G,EX,EX,EX,N,2826.292610396005,5.645966227907917,5.317738115594764,3.793185579972603,0,0,0,0,0,0,0,0,4.0,8.0,2.0,0.0,2.0,0.0,False
1608396,CUSHION,0.8447794239531979,VS2,G,EX,EX,EX,N,2892.331281108806,5.249656911618012,5.174635398263369,3.5050221863647626,1,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,2.0,3.0,False
1608396,CUSHION,0.8530958880995015,VS2,G,EX,EX,EX,N,2791.875129223789,5.240963813971901,5.174611339037559,3.48440336493375,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,2.0,3.0,False
1608396,CUSHION,0.8467597941642032,VS2,G,EX,EX,EX,N,2822.833870031741,5.212233830289683,5.195506645316596,3.4963055215329253,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,2.0,3.0,False
1608396,CUSHION,0.8510439639355779,VS2,G,EX,EX,EX,N,2789.684732496259,5.191898753315243,5.16957720258226,3.4803373361432826,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,2.0,3.0,False
1608396,CUSHION,0.840364371440997,VS2,G,EX,EX,EX,N,2830.224106830387,5.202318730480959,5.1967231991268985,3.4881878598975637,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,2.0,3.0,False
1608396,CUSHION,1.0018241927050302,VS2,G,EX,EX,EX,N,2820.200100273499,5.876763107476184,5.451682050138727,3.6973086503918133,0,0,0,0,0,0,0,0,5.0,8.0,0.0,0.0,0.0,3.0,False
1608396,CUSHION,1.0007884882136133,VS2,G,EX,EX,EX,N,2785.896094759103,5.8973122905487845,5.4549574248948245,3.7056990182588816,0,0,0,0,0,0,0,0,5.0,8.0,0.0,0.0,0.0,3.0,False
1608396,CUSHION,0.9937349678228868,VS2,G,EX,EX,EX,N,2879.9429907014633,5.884009704874608,5.454546729346179,3.7028049090437203,0,0,0,0,0,0,0,0,5.0,8.0,0.0,0.0,0.0,3.0,False
1608396,CUSHION,1.0042168464261325,VS2,G,EX,EX,EX,N,2826.335598033221,5.881117785622437,5.463163233132165,3.7054444811273046,1,0,0,0,0,0,0,0,5.0,8.0,0.0,0.0,0.0,3.0,False
1608396,CUSHION,0.9927164465553839,VS2,G,EX,EX,EX,N,2876.241294264946,5.954599590751405,5.445965208703061,3.6903027112965043,1,0,0,0,0,0,0,0,5.0,8.0,0.0,0.0,0.0,3.0,False
1608396,CUSHION,1.0136728048241956,VS2,G,EX,EX,EX,N,2775.4474150220544,5.764973689571924,5.566748208605146,3.7586240314342825,0,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,2.0,3.0,False
1608396,CUSHION,1.016695112494011,VS2,G,EX,EX,EX,N,2777.7909349449096,5.733132503962472,5.572965197266292,3.754224704606673,0,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,2.0,3.0,False
1608396,CUSHION,1.0183316416732258,VS2,G,EX,EX,EX,N,2874.8236063862364,5.775775137284304,5.576711442829528,3.757473730904683,0,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,2.0,3.0,False
1608396,CUSHION,1.0112382677110678,VS2,G,EX,EX,EX,N,2771.8959315848347,5.76501536047177,5.568222967995897,3.7572121047516998,0,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,2.0,3.0,False
1608396,CUSHION,1.0169724825648372,VS2,G,EX,EX,EX,N,2845.1003962537234,5.77320241519784,5.578285549856635,3.755855803924261,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,2.0,3.0,False
1608396,CUSHION,1.0001813670661854,VS2,G,EX,EX,EX,N,2886.8779781214475,5.663712148098683,5.305595244564572,3.8227900558569896,0,0,0,0,0,0,0,0,7.0,6.0,2.0,0.0,1.0,0.0,False
1608396,CUSHION,0.9923770794472223,VS2,G,EX,EX,EX,N,2873.341740900845,5.659380943047617,5.329136027514823,3.8180488742833507,0,0,0,0,0,0,0,0,7.0,6.0,2.0,0.0,1.0,0.0,False
1608396,CUSHION,1.00216616319917,VS2,G,EX,EX,EX,N,2878.883898185822,5.633628890375541,5.299808002240701,3.8189516024520263,0,0,0,0,0,0,0,0,7.0,6.0,2.0,0.0,1.0,0.0,False
1608396,CUSHION,1.0005255031588693,VS2,G,EX,EX,EX,N,2780.6233021539847,5.657991898200007,5.295439293370535,3.817163316120147,1,0,0,0,0,0,0,0,7.0,6.0,2.0,0.0,1.0,0.0,False
1608396,CUSHION,1.0020509819996746,VS2,G,EX,EX,EX,N,2812.291672155497,5.648051196976538,5.30976978490879,3.822235842888274,0,0,0,0,0,0,0,0,7.0,6.0,2.0,0.0,1.0,0.0,False
1608396,CUSHION,0.8081694344598107,VS2,G,EX,EX,EX,N,2823.9161903231916,5.848016021546016,4.931632107206386,3.3016757848293565,0,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0,False
201244-180,CUSHION,0.9940372015592605,VS2,H,EX,EX,VG,N,4305.799827187477,5.907636762647267,5.4545842521483285,3.686838079383248,1,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.8100108084509038,VS2,G,EX,EX,EX,N,2800.5452887111965,5.8131747226880535,4.9059315152881044,3.3133178084713393,1,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0,False
1621146,CUSHION,0.81,VS2,H,EX,EX,VG,N,2847.858501666425,5.714903356590826,4.9672934895341285,3.346783825193211,1,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.8121812576132985,VS2,G,EX,EX,EX,N,2847.6447729136303,5.7509747242591125,4.92644745396941,3.319027818369804,0,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.711635310332727,VS2,G,EX,EX,EX,N,2777.9864791055825,4.991919698180228,4.665880923571056,3.345563981720833,1,0,0,0,0,0,0,0,4.0,2.0,2.0,0.0,1.0,0.0,False
1608396,CUSHION,0.6956261939037303,VS2,G,EX,EX,EX,N,2819.3429532850455,4.957368013436353,4.625155791303632,3.3359739178350467,0,0,0,0,0,0,0,0,4.0,2.0,2.0,0.0,1.0,0.0,False
1608396,CUSHION,0.6973260888405747,VS2,G,EX,EX,EX,N,2704.1631105740225,4.987942550237315,4.655597659915205,3.3383316805594303,0,0,0,0,0,0,0,0,4.0,2.0,2.0,0.0,1.0,0.0,False
1608396,CUSHION,0.6962441697743681,VS2,G,EX,EX,EX,N,2823.23657762698,5.000454147053816,4.63414549844095,3.340382180209596,0,0,0,0,0,0,0,0,4.0,2.0,2.0,0.0,1.0,0.0,False
1608396,CUSHION,0.694734354338958,VS2,G,EX,EX,EX,N,2910.2018451722697,5.02386178799885,4.642317082023371,3.337595163677506,0,0,0,0,0,0,0,0,4.0,2.0,2.0,0.0,1.0,0.0,False
1608396,CUSHION,0.7892529461457631,VS2,G,EX,EX,EX,N,2846.566360386207,5.949780478757671,4.9525042440379865,3.270655343115632,0,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.7883043541364646,VS2,G,EX,EX,EX,N,2845.113310658849,5.870958215884661,4.95199763444407,3.2774518570897118,0,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1790970,CUSHION,0.8,SI1,F,EX,EX,VG,N,2835.61687659484,5.856403504396617,4.974122808677145,3.303026317373638,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1602030,CUSHION,0.8860779702234498,SI1,F,EX,EX,VG,N,3475.6284180857865,5.765059653597791,5.216841707692694,3.5296261136480043,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.790115469621599,VS2,G,EX,EX,EX,N,2878.87420946428,5.958630843160601,4.96203955826799,3.280151896559823,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.9222475451172854,VS2,G,EX,EX,EX,N,2875.583856869364,5.861496573158424,5.153491221995476,3.4866104825950366,1,0,0,0,0,0,0,0,4.0,7.0,0.0,0.0,1.0,0.0,False
1742969,CUSHION,0.9109255258734159,VS1,J,EX,EX,VG,N,2853.3648326311,5.681377487392353,5.241670267139257,3.5444468447595048,1,0,0,0,0,0,0,0,4.0,7.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.9304982423930573,VS2,G,EX,EX,EX,N,2883.8413898494014,5.930518731503036,5.162898821253691,3.4970535555609557,0,0,0,0,0,0,0,0,4.0,7.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.9156720068694475,VS2,G,EX,EX,EX,N,2821.4770501580156,5.952298741823719,5.168100927755485,3.4871218050649917,1,0,0,0,0,0,0,0,4.0,7.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.9143022306667998,VS2,G,EX,EX,EX,N,2846.889487668588,5.932862599969476,5.1478762686736195,3.4892725515984417,0,0,0,0,0,0,0,0,4.0,7.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.800497320073422,VS2,G,EX,EX,EX,N,2862.3129396191553,5.465842536790525,5.049336510069676,3.4341338007211517,0,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.8028398257169065,VS2,G,EX,EX,EX,N,2856.5510744579456,5.429051061288926,5.051656467562563,3.4230723571065016,0,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.8006138382794427,VS2,G,EX,EX,EX,N,2865.8341412216146,5.4688403728513215,5.0638102762810195,3.429092444598561,1,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.8004444906576637,VS2,G,EX,EX,EX,N,2801.39104247725,5.433253077099632,5.071796778970992,3.4269306322866218,0,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,0.7963548758450569,VS2,G,EX,EX,EX,N,2800.2707863163128,5.441489299700743,5.062723346240971,3.438913983639539,0,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,1.0,0.0,False
1608396,CUSHION,1.0275175811330064,VS2,G,EX,EX,EX,N,2852.839011217636,5.6816645401880566,5.592004875479102,3.7206769994875772,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,4.0,False
1608396,CUSHION,1.034284259778071,VS2,G,EX,EX,EX,N,2817.2130435352287,5.625535192228349,5.603990247309934,3.7121603087824955,1,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,4.0,False
1608396,CUSHION,1.0330722744650211,VS2,G,EX,EX,EX,N,2864.9359247850252,5.680056984180618,5.591360729635959,3.719888617737891,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,4.0,False
1608396,CUSHION,1.0267361247347735,VS2,G,EX,EX,EX,N,2879.579867071029,5.648022504484419,5.60376101307374,3.7245306387654047,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,4.0,False
1608396,CUSHION,1.0272428353170444,VS2,G,EX,EX,EX,N,2922.72994391875,5.6302464765435545,5.592298358359793,3.7052814027593293,1,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,4.0,False
1608396,CUSHION,0.8031046787132717,VS2,G,EX,EX,EX,N,2935.34833351192,5.693101163938328,4.935821514463662,3.324246376187964,0,0,0,0,0,0,0,0,5.0,3.0,0.0,0.0,0.0,0.0,False
1608396,CUSHION,0.797196976686246,VS2,G,EX,EX,EX,N,2887.357480021445,5.634902218251541,4.894558490375885,3.346338536003229,1,0,0,0,0,0,0,0,5.0,3.0,0.0,0.0,0.0,0.0,False
1608396,CUSHION,0.7965970864993046,VS2,G,EX,EX,EX,N,2881.274958012428,5.6685714239555525,4.901976211343482,3.3410907563951233,1,0,0,0,0,0,0,0,5.0,3.0,0.0,0.0,0.0,0.0,False
